hgnc_symbol	Compartments.Score	LOCATE_score	GO.score	Uniprot.Score	Goldstd.Score	Goldstd_result	NEG.control
1269	FGF3	1	1	1	1	0	no	0
1270	F3	1	1	1	1	1	YES	0
1271	VWCE	1	0	1	1	1	YES	0
1272	C5orf38	1	0	1	1	1	YES	0
1273	DEFB105A	1	0	1	1	0	no	0
1274	DEFB106B	1	0	1	1	0	no	0
1275	LRCH3	1	0	1	1	0	no	1
1276	LYPD6	1	1	1	1	0	no	1
1277	TMPRSS11A	1	0	1	0	0	no	0
1278	DEFB107A	1	0	1	1	0	no	0
1279	DHRS4L2	1	0	1	1	1	YES	0
1280	TMPRSS6	1	0	1	0	0	no	0
1281	SERPINA11	1	0	1	1	0	no	0
1282	GHRL	1	1	1	1	0	no	0
1283	HSP90AA1	1	0	1	0	0	no	1
1284	GLDN	1	0	1	1	0	no	0
1285	ENTPD5	1	0	1	1	0	no	1
1286	ANGPTL5	1	0	1	1	0	no	0
1287	DEFB105B	1	0	1	1	0	no	0
1288	C1QL4	1	0	1	1	0	no	0
1289	DEFB106A	1	0	1	1	0	no	0
1290	DEFB128	1	0	1	1	0	no	0
1291	ZPBP2	1	1	1	1	0	no	0
1292	RTN4RL2	1	0	1	0	0	no	0
1293	EMID1	1	0	1	1	0	no	0
1294	DEFB131A	1	0	1	1	0	no	0
1295	CMTM7	1	0	1	0	0	no	1
1296	PPFIA3	1	0	1	0	1	YES	0
1297	C9orf47	1	1	1	1	0	no	0
1298	CCK	1	0	1	1	0	no	0
1299	ANG	1	0	1	1	0	no	0
1300	LUZP2	1	0	1	1	0	no	1
1301	FGG	1	1	1	1	0	no	0
1302	TMEM155	1	0	1	1	0	no	0
1303	HFE2	1	0	1	0	0	no	0
1304	UNC119	1	0	1	0	0	no	0
1305	CXCL14	1	1	1	1	0	no	0
1306	EDN3	1	1	1	1	0	no	0
1307	SERPINA9	1	1	1	1	0	no	0
1308	ENOX2	1	0	1	1	0	no	1
1309	SERPINB7	1	0	1	0	0	no	1
1310	NLRP3	1	0	1	1	0	no	0
1311	HYAL3	1	1	1	1	0	no	0
1312	IL17F	1	0	1	1	0	no	0
1313	EPHA3	1	0	1	1	0	no	1
1314	WFDC10B	1	1	1	1	0	no	0
1315	SRA1	1	0	1	0	0	no	1
1316	MAPK15	1	0	1	0	1	YES	0
1317	KLK5	1	0	1	1	0	no	0
1318	RAB27A	1	0	1	0	0	no	0
1319	MMP25	1	0	1	1	0	no	0
1320	APOL4	1	0	1	1	1	YES	0
1321	CRISP1	1	1	1	0	0	no	0
1322	SNCA	1	0	1	1	0	no	0
1323	SERPINB6	1	0	1	0	0	no	1
1324	CELA3B	1	1	1	0	0	no	1
1325	FGF1	1	0	1	1	0	no	0
1326	THEM6	1	0	1	1	0	no	1
1327	IL6ST	1	1	1	1	0	no	1
1328	C1QTNF6	1	0	1	1	0	no	1
1329	TUBB	1	0	1	0	0	no	1
1330	FGFBP3	1	0	1	1	0	no	0
1331	CRISP2	1	0	1	1	0	no	0
1332	CPM	1	1	1	0	1	YES	0
1333	COLEC11	1	1	1	1	0	no	0
1334	KRTDAP	1	0	1	1	0	no	0
1335	C2orf66	1	0	1	1	0	no	0
1336	LCN6	1	0	1	1	0	no	0
1337	THBS4	1	0	1	1	1	YES	0
1338	TSLP	1	0	1	1	0	no	0
1339	FGFR3	1	1	1	1	0	no	1
1340	FLRT3	1	0	1	1	1	YES	0
1341	HSPD1	1	0	1	0	0	no	1
1342	CD59	1	1	1	1	1	YES	0
1343	DLK1	1	0	1	0	0	no	1
1344	NYX	1	0	1	1	0	no	0
1345	SMPD1	1	0	1	1	0	no	0
1346	UTS2B	1	0	1	1	0	no	1
1347	ELSPBP1	1	0	1	1	0	no	0
1348	WNT8B	1	0	1	1	0	no	0
1349	GYG1	1	0	1	0	1	YES	0
1350	MAPT	1	0	1	0	0	no	1
1351	OSTF1	1	0	1	0	0	no	1
1352	C1QTNF1	1	0	1	1	0	no	0
1353	DMP1	1	0	1	1	0	no	0
1354	COL17A1	1	0	1	1	0	no	1
1355	TEX264	1	0	1	1	0	no	1
1356	SFN	1	0	1	1	0	no	1
1357	NTN4	1	1	1	1	0	no	0
1358	AMTN	1	0	1	1	0	no	0
1359	CSN2	1	1	1	1	0	no	0
1360	WNT7B	1	0	1	1	0	no	0
1361	CLEC18B	1	0	1	1	0	no	0
1362	CLUL1	1	1	1	1	0	no	1
1363	SIGLEC1	1	0	1	1	0	no	0
1364	PTN	1	1	1	1	0	no	0
1365	TUBB4B	1	0	1	0	0	no	1
1366	PLET1	1	0	1	0	0	no	0
1367	ISM2	1	1	1	1	0	no	1
1368	SERPINB13	1	0	1	0	0	no	1
1369	COL9A3	1	1	1	1	0	no	1
1370	BSPH1	1	0	1	1	0	no	0
1371	IL1F10	1	0	1	1	0	no	0
1372	VWC2	1	0	1	1	0	no	0
1373	CHIA	1	0	1	1	0	no	0
1374	PRDX6	1	0	1	0	0	no	1
1375	CTSB	1	1	1	1	1	YES	0
1376	SLPI	1	0	1	1	0	no	0
1377	SPINT1	1	0	1	1	0	no	1
1378	SERPINA12	1	0	1	1	0	no	0
1379	ICAM4	1	1	1	1	0	no	0
1380	HHIPL2	1	0	1	1	0	no	1
1381	ERBB4	1	0	1	0	0	no	0
1382	C15orf61	1	0	1	1	1	YES	0
1383	FAM180A	1	0	1	1	0	no	0
1384	OSTN	1	1	1	1	0	no	0
1385	NRN1L	1	0	1	0	0	no	0
1386	IL4I1	1	0	1	0	0	no	0
1387	TREML4	1	0	1	1	0	no	0
1388	LY6H	1	0	1	0	0	no	0
1389	SERPINA6	1	0	1	1	0	no	0
1390	HIST1H2BJ	1	0	1	0	0	no	1
1391	ADNP	1	0	1	0	0	no	1
1392	IL19	1	1	1	1	0	no	0
1393	HMGB1	1	0	1	1	0	no	1
1394	LIPI	1	0	1	1	0	no	0
1395	VSTM1	1	1	1	1	1	YES	0
1396	SERPINB4	1	0	1	0	0	no	0
1397	C17orf99	1	0	1	1	0	no	0
1398	TNFSF13	1	0	1	1	0	no	0
1399	TPSAB1	1	0	1	1	0	no	0
1400	DPYSL3	1	0	1	0	0	no	1
1401	DICER1	1	0	1	0	0	no	1
1402	TTN	1	0	1	0	0	no	0
1403	PRELP	1	1	1	1	0	no	0
1404	ESR2	1	0	1	0	0	no	0
1405	IFNAR2	1	0	1	1	0	no	0
1406	METTL24	1	1	1	1	0	no	0
1407	RTN3	1	0	1	0	0	no	1
1408	IL17A	1	0	1	1	0	no	0
1409	RNASE1	1	0	1	1	1	YES	0
1410	SUSD4	1	0	1	1	1	YES	0
1411	LRRC17	1	0	1	1	0	no	1
1412	PSG5	1	1	1	1	0	no	0
1413	SDC3	1	0	1	0	0	no	1
1414	SCGB1C1	1	0	1	1	0	no	0
1415	APOL3	1	1	1	0	0	no	1
1416	GLB1L2	1	0	1	1	0	no	1
1417	ECM2	1	1	1	1	0	no	0
1418	S100A13	1	0	1	1	0	no	1
1419	QPCT	1	0	1	1	0	no	1
1420	IGFL3	1	0	1	1	0	no	0
1421	BPIFB6	1	0	1	1	0	no	0
1422	FBLN5	1	1	1	1	0	no	1
1423	IMPDH1	1	0	1	0	0	no	1
1424	PODNL1	1	0	1	1	0	no	0
1425	APOD	1	1	1	1	0	no	1
1426	SIGLEC10	1	0	1	1	0	no	1
1427	PTGES2	1	0	1	0	0	no	1
1428	CTSL	1	1	1	0	0	no	0
1429	PAPLN	1	1	1	1	0	no	1
1430	ST3GAL2	1	0	1	1	1	YES	0
1431	QRFP	1	0	1	1	0	no	0
1432	PLSCR1	1	0	1	0	0	no	1
1433	DLG1	1	0	1	0	1	YES	0
1434	SCNN1B	1	0	1	0	0	no	0
1435	PGLYRP2	1	1	1	1	1	YES	0
1436	LRFN2	1	0	1	0	1	YES	0
1437	CALCB	1	0	1	1	0	no	0
1438	ANXA2	1	0	1	1	0	no	0
1439	BPIFA1	1	1	1	1	0	no	0
1440	S100A4	1	0	1	0	0	no	1
1441	RNH1	1	0	1	0	0	no	1
1442	ATG7	1	0	1	0	0	no	1
1443	ADAMTSL2	1	0	1	1	1	YES	0
1444	PDGFA	1	1	1	1	1	YES	0
1445	SMOC2	1	1	1	1	0	no	0
1446	HNRNPA2B1	1	0	1	1	0	no	1
1447	WLS	1	0	1	0	0	no	0
1448	FN1	1	1	1	1	0	no	0
1449	C6orf120	1	0	1	1	0	no	0
1450	EGFLAM	1	1	1	1	0	no	0
1451	FMOD	1	0	1	1	0	no	0
1452	SEMA4A	1	0	1	0	0	no	1
1453	HIST1H4J	1	0	1	0	0	no	0
1454	ENTPD2	1	0	1	0	0	no	0
1455	LINGO1	1	0	1	0	0	no	1
1456	EFEMP1	1	0	1	1	0	no	1
1457	COL18A1	1	1	1	1	0	no	1
1458	FCAR	1	0	1	1	0	no	1
1459	DEFB107B	1	0	1	1	0	no	0
1460	VAT1	1	0	1	0	0	no	0
1461	PLGLB1	1	0	1	1	1	YES	0
1462	FAS	1	1	1	1	0	no	1
1463	MXRA7	1	1	1	0	0	no	1
1464	ART3	1	0	1	0	0	no	0
1465	SERPINA1	1	0	1	1	1	YES	0
1466	HP	1	1	1	1	1	YES	0
1467	MMP23B	1	0	1	0	0	no	0
1468	LAMB3	1	1	1	1	0	no	1
1469	COL27A1	1	1	1	1	0	no	0
1470	PSMD12	1	0	1	0	0	no	1
1471	TMPRSS11F	1	0	1	0	0	no	0
1472	PXDNL	1	0	1	1	0	no	1
1473	SEMA4D	1	0	1	0	1	YES	0
1474	PIGR	1	0	1	1	0	no	0
1475	AADACL2	1	0	1	1	0	no	0
1476	SAA1	1	1	1	1	0	no	0
1477	HIST1H2BF	1	0	1	0	0	no	1
1478	RSPO1	1	1	1	1	0	no	0
1479	DYNC1H1	1	0	1	0	0	no	1
1480	MEGF6	1	1	1	1	0	no	1
1481	INS-IGF2	1	0	1	0	0	no	0
1482	RSPO3	1	1	1	1	0	no	0
1483	NRG1	1	0	1	1	0	no	1
1484	IL27	1	0	1	1	0	no	0
1485	HIST1H2BK	1	0	1	0	0	no	1
1486	ADAM15	1	0	1	0	1	YES	0
1487	SPINK14	1	0	1	1	0	no	0
1488	MFNG	1	0	1	0	0	no	1
1489	GUCA2A	1	1	1	1	0	no	0
1490	NELL1	1	1	1	1	0	no	0
1491	SPOCK3	1	1	1	1	0	no	1
1492	GM2A	1	1	1	0	0	no	0
1493	RAET1E	1	0	1	1	0	no	1
1494	COL9A1	1	1	1	1	0	no	0
1495	GALP	1	0	1	1	0	no	0
1496	CGB3	1	0	1	1	0	no	1
1497	MVP	1	0	1	0	0	no	1
1498	GIP	1	0	1	1	0	no	0
1499	TOR4A	1	0	1	0	0	no	1
1500	SEMA5B	1	0	1	0	0	no	1
1501	BRPF3	1	0	1	0	0	no	1
1502	NEGR1	1	0	1	0	1	YES	0
1503	GOLGA7	1	0	1	0	0	no	0
1504	APOA4	1	0	1	1	1	YES	0
1505	SEMA4F	1	0	1	0	0	no	1
1506	TLL2	1	1	1	1	0	no	0
1507	FAM3B	1	0	1	1	1	YES	0
1508	HIST4H4	1	0	1	0	0	no	1
1509	EPHB4	1	0	1	0	0	no	0
1510	HSD17B11	1	0	1	1	0	no	1
1511	ITIH2	1	1	1	1	0	no	1
1512	COL6A6	1	0	1	1	0	no	0
1513	PATE2	1	0	1	1	0	no	0
1514	ALKAL1	1	0	1	1	0	no	0
1515	SCGB1D4	1	0	1	1	0	no	0
1516	QSOX2	1	0	1	1	0	no	1
1517	FAM3D	1	0	1	1	0	no	0
1518	CCL20	1	1	1	1	0	no	0
1519	CNDP1	1	0	1	1	0	no	0
1520	PNLIPRP1	1	1	1	1	0	no	0
1521	COL20A1	1	1	1	1	0	no	0
1522	VCP	1	0	1	0	0	no	1
1523	SFTA2	1	0	1	1	0	no	0
1524	CD163	1	0	1	1	0	no	1
1525	LYPD2	1	0	1	0	0	no	0
1526	PLAC1	1	0	1	1	0	no	0
1527	HIST1H3J	1	0	1	0	0	no	0
1528	XRCC6	1	0	1	0	0	no	1
1529	CMTM5	1	0	1	0	1	YES	0
1530	CGB2	1	1	0	0	0	no	1
1531	FGF17	1	0	1	1	0	no	0
1532	MFAP5	1	1	1	1	0	no	0
1533	PLGLB2	1	1	1	1	1	YES	0
1534	HAPLN3	1	0	1	1	0	no	1
1535	CELA2A	1	0	1	1	0	no	0
1536	OSCAR	1	1	1	1	0	no	0
1537	PGLYRP4	1	1	1	1	1	YES	0
1538	MDK	1	1	1	1	1	YES	0
1539	ARPC5	1	0	1	0	1	YES	0
1540	MTCL1	1	0	1	0	0	no	0
1541	SPINK5	1	1	1	1	1	YES	0
1542	FAM3A	1	0	1	1	0	no	1
1543	ART5	1	0	1	1	0	no	0
1544	SULF2	1	1	1	0	0	no	0
1545	FAM3C	1	0	1	1	0	no	1
1546	PYY	1	0	1	1	0	no	0
1547	TFRC	1	0	1	1	0	no	1
1548	SPN	1	0	1	0	1	YES	0
1549	AGBL5	1	0	1	0	0	no	1
1550	SCNN1A	1	0	1	0	0	no	0
1551	F8	1	1	1	1	0	no	0
1552	RAB5B	1	0	1	0	1	YES	0
1553	HLA-G	1	0	1	1	0	no	0
1554	NRP2	1	1	1	1	1	YES	0
1555	DSC3	1	0	1	0	1	YES	0
1556	COL4A2	1	1	1	1	1	YES	0
1557	DPP4	1	0	1	1	0	no	0
1558	MMP17	1	0	1	1	0	no	0
1559	TLR9	1	0	1	0	0	no	0
1560	SCUBE1	1	1	1	1	0	no	0
1561	AOC1	1	0	1	1	0	no	0
1562	PPP1R13L	1	0	1	0	0	no	1
1563	ENPP1	1	0	1	1	0	no	0
1564	CPZ	1	1	1	1	0	no	0
1565	PRSS3	1	0	1	1	1	YES	0
1566	CTRB1	1	0	1	1	0	no	0
1567	MEPE	1	1	1	1	0	no	0
1568	LAMC3	1	1	1	1	0	no	0
1569	CCL28	1	0	1	1	0	no	0
1570	C8A	1	0	1	1	0	no	0
1571	CYB5R3	1	0	1	0	0	no	1
1572	BRINP2	1	0	1	1	1	YES	0
1573	FAN1	1	0	1	0	0	no	1
1574	PNP	1	0	1	0	0	no	1
1575	LSR	1	0	1	0	0	no	1
1576	CMTM3	1	0	1	0	0	no	1
1577	GPX6	1	0	1	1	0	no	0
1578	GPX7	1	0	1	1	0	no	1
1579	SMC3	1	0	1	0	0	no	1
1580	WISP3	1	1	1	1	0	no	1
1581	CXCL9	1	1	1	1	0	no	0
1582	NRG2	1	1	1	1	0	no	1
1583	NOTCH2NL	1	0	1	1	0	no	0
1584	CAPZA2	1	0	1	0	0	no	1
1585	PCDH15	1	1	1	1	0	no	0
1586	ILF2	1	0	1	0	0	no	1
1587	SMOC1	1	1	1	1	0	no	1
1588	COL6A1	1	1	1	1	0	no	1
1589	HMGN2	1	0	1	0	0	no	1
1590	RPL39	1	0	1	0	0	no	0
1591	CNTF	1	0	1	0	1	YES	0
1592	SCCPDH	1	0	1	0	1	YES	0
1593	ZP4	1	0	1	1	0	no	0
1594	ACTN2	1	0	1	0	0	no	0
1595	AGT	1	1	1	1	0	no	0
1596	RAB4A	1	0	1	0	0	no	0
1597	DLL1	1	0	1	0	0	no	1
1598	PRSS38	1	1	1	1	0	no	0
1599	THBS2	1	1	1	0	0	no	1
1600	H3F3A	1	0	1	0	0	no	1
1601	LEFTY2	1	1	1	1	0	no	0
1602	TGFB2	1	1	1	1	0	no	0
1603	VASH2	1	0	1	1	0	no	1
1604	NENF	1	0	1	1	0	no	1
1605	C4BPA	1	0	1	1	0	no	0
1606	DYNLT1	1	0	1	0	0	no	1
1607	FCMR	1	0	1	1	0	no	1
1608	IL20	1	0	1	1	0	no	0
1609	LRRN2	1	0	1	0	0	no	1
1610	KISS1	1	0	1	1	1	YES	0
1611	OPTC	1	1	1	1	0	no	0
1612	CHIT1	1	1	1	1	0	no	0
1613	VIP	1	1	1	1	0	no	1
1614	ULBP2	1	0	1	1	1	YES	0
1615	RAET1G	1	1	1	1	1	YES	0
1616	CRB1	1	0	1	1	1	YES	0
1617	F13B	1	1	1	1	0	no	0
1618	CFHR2	1	0	1	1	0	no	0
1619	CFHR4	1	1	1	1	0	no	0
1620	CFHR3	1	0	1	1	0	no	0
1621	CFH	1	1	1	1	1	YES	0
1622	BRINP3	1	1	1	1	0	no	0
1623	MR1	1	0	1	1	0	no	1
1624	QSOX1	1	0	1	1	1	YES	0
1625	PAPPA2	1	1	1	1	1	YES	0
1626	SERPINC1	1	0	1	1	0	no	0
1627	FASLG	1	0	1	1	0	no	0
1628	F5	1	1	1	1	0	no	1
1629	DPT	1	1	1	1	1	YES	0
1630	XCL1	1	1	1	1	0	no	0
1631	XCL2	1	0	1	1	0	no	0
1632	VNN1	1	0	1	0	0	no	0
1633	MOXD1	1	1	1	0	0	no	1
1634	FCGR3A	1	0	1	1	0	no	0
1635	CTGF	1	1	1	1	0	no	0
1636	APOA2	1	0	1	1	0	no	0
1637	ADAMTS4	1	0	1	1	0	no	1
1638	ITLN2	1	1	1	1	0	no	0
1639	COPA	1	0	1	1	0	no	1
1640	ARG1	1	0	1	0	0	no	0
1641	TAGLN2	1	0	1	0	0	no	1
1642	MNDA	1	0	1	0	0	no	1
1643	CD5L	1	0	1	1	0	no	0
1644	HDGF	1	0	1	0	0	no	1
1645	NAXE	1	1	1	1	0	no	1
1646	BGLAP	1	1	1	1	0	no	0
1647	THBS3	1	1	1	0	1	YES	0
1648	SMPDL3A	1	1	1	1	0	no	1
1649	IL6R	1	1	1	1	0	no	0
1650	ADAM12	1	1	1	1	0	no	1
1651	S100A16	1	0	1	0	0	no	1
1652	S100A6	1	0	1	0	0	no	1
1653	S100A7	1	0	1	1	0	no	0
1654	S100A8	1	0	1	1	0	no	1
1655	S100A12	1	0	1	1	0	no	0
1656	S100A9	1	0	1	1	1	YES	0
1657	HRNR	1	0	1	0	0	no	1
1658	MMP21	1	0	1	1	0	no	0
1659	S100A10	1	0	1	0	0	no	1
1660	TUFT1	1	0	1	1	1	YES	0
1661	FAM24A	1	0	1	1	0	no	0
1662	FAM24B	1	0	1	1	0	no	0
1663	DMBT1	1	1	1	1	0	no	1
1664	C1orf56	1	1	1	1	0	no	0
1665	HTRA1	1	1	1	1	0	no	1
1666	CTSS	1	1	1	0	1	YES	0
1667	ECM1	1	1	1	1	0	no	1
1668	C1orf54	1	1	1	1	0	no	1
1669	HIST2H2BE	1	0	1	0	0	no	1
1670	HIST1H3H	1	0	1	0	0	no	0
1671	PNLIP	1	1	1	1	0	no	0
1672	PNLIPRP3	1	1	1	1	0	no	0
1673	NHLRC2	1	0	1	0	0	no	1
1674	TECTB	1	1	1	1	0	no	0
1675	CD2	1	1	1	0	0	no	0
1676	NGF	1	1	1	1	0	no	0
1677	CGA	1	0	1	1	0	no	0
1678	FAM19A3	1	1	1	1	0	no	0
1679	WNT2B	1	0	1	1	1	YES	0
1680	PRSS35	1	0	1	1	0	no	0
1681	OVGP1	1	0	1	0	0	no	0
1682	GSTM4	1	0	1	0	0	no	1
1683	FLNA	1	0	1	0	0	no	1
1684	IMPG1	1	1	1	1	0	no	0
1685	TNFRSF6B	1	0	1	1	0	no	0
1686	FNDC7	1	0	1	1	0	no	1
1687	NTNG1	1	1	1	0	0	no	1
1688	AMY1C	1	0	1	1	0	no	0
1689	AMY1A	1	1	1	1	0	no	0
1690	COL11A1	1	1	1	1	0	no	1
1691	OLFM3	1	1	1	1	1	YES	0
1692	EXTL2	1	0	1	1	0	no	1
1693	KAZALD1	1	0	1	1	0	no	0
1694	PRRG3	1	0	1	0	0	no	0
1695	CPN1	1	1	1	1	0	no	1
1696	GBP1	1	0	1	1	0	no	0
1697	CREG1	1	1	1	1	1	YES	0
1698	HPSE2	1	1	1	1	0	no	0
1699	CLCA2	1	0	1	1	1	YES	0
1700	COL24A1	1	1	1	1	0	no	0
1701	CRTAC1	1	1	1	1	0	no	0
1702	ADGRB3	1	0	1	0	0	no	0
1703	RBMX	1	0	1	0	0	no	1
1704	CD40LG	1	0	1	1	0	no	0
1705	DNASE2B	1	1	1	0	0	no	0
1706	PRKACB	1	0	1	0	0	no	1
1707	PTGFR	1	0	1	0	0	no	0
1708	GPC4	1	1	1	1	1	YES	0
1709	BMP5	1	1	1	1	0	no	0
1710	IGSF1	1	0	1	1	0	no	1
1711	PGAM1	1	0	1	0	0	no	1
1712	PGM1	1	0	1	0	0	no	1
1713	GNAS	1	0	1	1	0	no	1
1714	XPNPEP2	1	1	1	0	0	no	0
1715	ANGPTL3	1	1	1	1	0	no	0
1716	DEFB110	1	0	1	1	0	no	0
1717	TACSTD2	1	0	1	0	1	YES	0
1718	C8B	1	1	1	1	0	no	0
1719	ADGRF1	1	1	1	1	0	no	0
1720	CDCP2	1	1	1	1	0	no	0
1721	LGI1	1	0	1	1	0	no	0
1722	ARRDC1	1	0	1	0	0	no	1
1723	RBP4	1	1	1	1	0	no	0
1724	CEP55	1	0	1	0	0	no	1
1725	GRIN1	1	0	1	0	0	no	0
1726	DPP7	1	0	1	1	1	YES	0
1727	PTGDS	1	0	1	1	0	no	1
1728	LCN12	1	1	1	1	0	no	0
1729	LCN8	1	0	1	1	0	no	0
1730	OBP2A	1	1	1	1	0	no	0
1731	FCN1	1	0	1	1	0	no	0
1732	COL5A1	1	1	1	1	1	YES	0
1733	SPATA6	1	0	1	1	1	YES	0
1734	CYP4A22	1	0	1	0	0	no	0
1735	AGTR2	1	0	1	0	0	no	0
1736	ADAMTS13	1	0	1	1	0	no	0
1737	PTEN	1	0	1	1	0	no	1
1738	MMRN2	1	0	1	1	1	YES	0
1739	OBP2B	1	1	1	1	0	no	0
1740	CHRDL1	1	1	1	1	0	no	0
1741	VEGFA	1	0	1	1	0	no	0
1742	CEL	1	1	0	0	0	no	0
1743	C10orf99	1	1	1	1	0	no	0
1744	NRG3	1	0	1	1	1	YES	0
1745	COL4A6	1	1	1	1	0	no	1
1746	PLAC9	1	1	1	1	0	no	0
1747	CD40	1	1	1	1	0	no	0
1748	SFTPD	1	0	1	1	0	no	0
1749	SFTPA2	1	1	1	1	0	no	0
1750	MMP9	1	1	1	1	0	no	1
1751	PCIF1	1	0	1	0	0	no	1
1752	PLTP	1	1	1	1	0	no	0
1753	CTSA	1	1	1	0	1	YES	0
1754	SVBP	1	0	1	1	0	no	1
1755	YBX1	1	0	1	1	1	YES	0
1756	GUCA2B	1	0	1	1	0	no	0
1757	EDN2	1	0	1	1	0	no	1
1758	WFDC10A	1	1	1	1	0	no	0
1759	WFDC6	1	0	1	1	0	no	0
1760	WFDC2	1	1	1	1	0	no	1
1761	SDC4	1	0	1	1	0	no	1
1762	SPTAN1	1	0	1	0	1	YES	0
1763	COL9A2	1	1	1	1	1	YES	0
1764	PLAU	1	1	1	1	0	no	0
1765	SEMG2	1	1	1	1	0	no	0
1766	SEMG1	1	1	1	1	0	no	0
1767	WFDC12	1	1	1	1	0	no	0
1768	WFDC5	1	1	1	1	0	no	0
1769	CAP1	1	0	1	0	0	no	1
1770	BMP8B	1	1	1	1	0	no	0
1771	PPIE	1	0	1	0	0	no	1
1772	ADA	1	0	1	0	0	no	1
1773	DNAJC9	1	0	1	0	0	no	1
1774	SRPX2	1	1	1	1	0	no	1
1775	UTP11	1	0	1	0	0	no	1
1776	PGC	1	1	1	1	0	no	1
1777	PLA2G12B	1	1	1	1	1	YES	0
1778	CSF3R	1	0	1	1	0	no	0
1779	TREM2	1	0	1	1	0	no	0
1780	APOOL	1	0	1	0	0	no	1
1781	ENG	1	0	1	0	0	no	0
1782	ADAMTS14	1	1	1	1	0	no	1
1783	TOR2A	1	1	0	1	0	no	0
1784	ITM2A	1	0	1	0	0	no	1
1785	PGK1	1	0	1	0	0	no	0
1786	ANGPTL2	1	1	1	1	0	no	1
1787	VSTM2L	1	1	1	0	0	no	0
1788	FNDC5	1	0	1	1	0	no	0
1789	YARS	1	0	1	0	0	no	1
1790	OLFML2A	1	1	1	1	0	no	1
1791	TXLNA	1	0	1	0	0	no	1
1792	COL16A1	1	1	1	1	0	no	1
1793	FABP3	1	0	1	0	0	no	1
1794	MATN1	1	1	1	1	0	no	0
1795	GSN	1	1	1	1	0	no	1
1796	CLPSL1	1	0	1	1	0	no	0
1797	MEGF9	1	0	1	0	0	no	1
1798	MBL2	1	0	1	1	0	no	0
1799	DKK1	1	0	1	1	0	no	0
1800	FGR	1	0	1	0	0	no	1
1801	TNFSF15	1	1	1	1	0	no	1
1802	KIF12	1	0	1	0	0	no	1
1803	CD52	1	0	1	0	0	no	0
1804	GDF5	1	0	1	1	0	no	0
1805	ALOX5	1	0	1	0	0	no	1
1806	KIF4A	1	0	1	0	0	no	1
1807	FUCA1	1	0	1	0	0	no	0
1808	EDA	1	0	1	1	1	YES	0
1809	EPHB2	1	0	1	0	0	no	1
1810	C1QC	1	0	1	1	1	YES	0
1811	C1QA	1	1	1	1	0	no	1
1812	HSPG2	1	0	1	1	0	no	1
1813	ABCA1	1	0	1	0	1	YES	0
1814	ALPL	1	0	1	0	0	no	1
1815	COL5A2	1	1	1	1	0	no	0
1816	ASIP	1	1	1	1	1	YES	0
1817	COL15A1	1	1	1	1	0	no	1
1818	NOTCH4	1	0	1	0	0	no	0
1819	CDA	1	0	1	0	0	no	1
1820	AGER	1	1	1	1	1	YES	0
1821	VWA5B1	1	0	1	1	0	no	1
1822	PLA2G2F	1	0	1	1	0	no	0
1823	PLA2G2D	1	0	1	1	0	no	0
1824	PLA2G5	1	1	1	1	0	no	0
1825	PLA2G2A	1	0	1	1	0	no	1
1826	PLA2G2E	1	1	1	1	0	no	0
1827	XPA	1	0	1	0	0	no	1
1828	FKBPL	1	0	1	0	0	no	1
1829	HABP4	1	0	1	0	0	no	0
1830	LYZL2	1	0	1	1	0	no	0
1831	BTBD17	1	0	1	1	0	no	0
1832	BPIFA3	1	1	1	1	0	no	0
1833	BPIFB4	1	0	1	1	0	no	0
1834	PADI2	1	0	1	0	0	no	0
1835	BPIFB3	1	0	1	1	0	no	0
1836	LYZL1	1	0	1	1	0	no	0
1837	MFAP2	1	1	1	1	0	no	0
1838	ASPN	1	1	1	1	0	no	1
1839	PROZ	1	1	1	1	0	no	0
1840	OMD	1	1	1	1	0	no	1
1841	F10	1	1	1	1	0	no	0
1842	F7	1	1	1	1	0	no	1
1843	NEU1	1	0	1	0	1	YES	0
1844	HSPA1A	1	0	1	0	1	YES	0
1845	VWA7	1	1	1	1	0	no	1
1846	CLIC1	1	0	1	0	0	no	1
1847	LY6G6C	1	0	1	0	0	no	0
1848	COL4A1	1	1	1	1	0	no	1
1849	LY6G6D	1	1	1	0	0	no	0
1850	LY6G5B	1	1	1	1	0	no	0
1851	CSNK2B	1	0	1	0	0	no	0
1852	TNFSF13B	1	0	1	1	0	no	0
1853	CELA2B	1	1	1	1	0	no	0
1854	APOM	1	0	1	1	0	no	1
1855	CTRC	1	0	1	0	0	no	0
1856	BAG6	1	0	1	1	0	no	1
1857	LRRC38	1	0	1	0	0	no	0
1858	FGF14	1	0	1	0	0	no	1
1859	ITGBL1	1	1	1	1	0	no	0
1860	TNFRSF1B	1	0	1	1	0	no	0
1861	CDSN	1	1	1	1	0	no	0
1862	DEFB123	1	1	1	1	0	no	0
1863	DEFB119	1	1	1	1	0	no	0
1864	NPPB	1	1	1	1	0	no	0
1865	NPPA	1	0	1	1	0	no	0
1866	GNL1	1	0	1	0	1	YES	0
1867	ENTPD6	1	0	1	1	0	no	1
1868	GCNT1	1	0	1	0	0	no	1
1869	DNAJC3	1	0	1	0	0	no	1
1870	ANGPTL7	1	0	1	1	0	no	0
1871	COMMD3	1	0	1	0	0	no	0
1872	NMS	1	0	1	1	0	no	0
1873	CST3	1	0	1	1	1	YES	0
1874	CST9	1	0	1	1	0	no	0
1875	CST9L	1	0	1	1	0	no	0
